query_id	subject_id	identity	qcov	scov	evalue	bitscore	best_hit	reciprocal_best_hit	confidence
MBB3332193.1	EHJ93010.1	80.1	100.0	100.0	1.17e-134	374.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332194.1	EHJ92010.1	64.9	100.0	100.0	4.6799999999999995e-55	167.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332195.1	EHJ92011.1	86.2	93.1	100.0	0.0	1424.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3332196.1	EHJ92012.1	76.8	84.2	82.4	0.0	1147.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332197.1	EHJ91601.1	30.4	59.9	48.2	1.42e-10	58.5	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332198.1	EHJ92013.1	74.5	99.4	87.8	2.5900000000000003e-173	482.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332199.1	EHJ92014.1	81.8	97.7	100.0	8.8e-207	567.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3332200.1	EHJ92015.1	74.1	94.2	96.8	4.6700000000000006e-110	312.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332201.1	EHJ92016.1	65.5	56.3	53.4	2.26e-22	80.9	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3332202.1	EHJ92017.1	78.1	91.0	91.7	2.69e-211	583.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332203.1	EHJ92018.1	57.4	96.6	96.6	1.03e-114	333.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3332204.1	EHJ92019.1	62.3	84.4	89.8	2.03e-131	376.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332205.1	EHJ92020.1	79.6	97.7	100.0	1.12e-205	567.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332206.1	EHJ92021.1	85.5	98.9	97.5	0.0	1087.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3332207.1	EHJ92022.1	74.3	92.9	100.0	1.9800000000000002e-80	231.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332208.1	EHJ92023.1	80.2	88.8	86.7	2.53e-58	173.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332209.1	EHJ92024.1	65.2	91.3	97.2	1.91e-90	262.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332210.1	EHJ92025.1	78.2	95.6	95.9	1.4599999999999998e-228	629.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332211.1	EHJ92026.1	46.0	86.2	87.3	6.83e-60	189.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3332212.1	EHJ92027.1	44.5	97.4	97.1	3.7e-74	227.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3332213.1	EHJ92028.1	62.7	100.0	100.0	2.4e-202	565.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332214.1	EHJ92029.1	78.3	100.0	100.0	4.7899999999999996e-111	313.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332215.1	EHJ92030.1	82.9	98.1	94.0	3.5000000000000005e-123	344.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3332216.1	EHJ92031.1	74.4	99.6	98.9	1.61e-246	677.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332217.1	EHJ91606.1	87.3	99.5	99.5	7.819999999999999e-278	753.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3332218.1	EHJ91605.1	79.0	98.8	99.6	0.0	899.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332219.1	EHJ91604.1	92.6	100.0	100.0	3.92e-120	333.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3332220.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332221.1	EHJ91603.1	68.3	99.2	99.5	1.0199999999999999e-277	769.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332222.1	EHJ91602.1	76.1	100.0	100.0	1.1300000000000001e-72	212.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332223.1	EHJ91601.1	90.3	99.6	98.7	2.95e-297	804.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3332224.1	EHJ91600.1	77.2	99.7	99.7	1.48e-169	469.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332225.1	EHJ91599.1	72.4	99.7	96.9	6.9599999999999995e-174	484.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332226.1	EHJ91598.1	77.5	74.1	71.4	1.14e-37	120.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332227.1	EHJ91597.1	85.5	95.8	100.0	1.29e-311	846.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3332228.1	EHJ91596.1	89.7	100.0	100.0	0.0	871.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332229.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332230.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332231.1	EHJ91595.1	84.7	98.9	100.0	3.5199999999999996e-111	311.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3332232.1	EHJ91594.1	46.8	88.5	81.4	8.04e-44	140.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3332233.1	EHJ91593.1	57.0	98.5	99.4	3.77e-136	386.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3332234.1	EHJ91592.1	47.4	71.8	97.7	4.7299999999999994e-42	138.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3332235.1	EHJ93681.1	77.9	92.7	95.6	2.7000000000000003e-195	540.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332236.1	EHJ93682.1	65.6	97.2	98.4	2.2400000000000002e-166	468.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332237.1	EHJ93683.1	56.8	96.3	97.6	4.15e-83	245.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3332238.1	EHJ93684.1	55.4	93.3	95.0	2.15e-85	253.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3332239.1	EHJ93685.1	63.5	81.2	98.7	1.4099999999999998e-89	263.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332240.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332241.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332242.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332243.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332244.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332245.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332246.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332247.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332248.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332249.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332250.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332251.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332252.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332253.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332254.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332255.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332256.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332257.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332258.1	EHJ91635.1	62.9	100.0	100.0	7.95e-47	144.0	YES	NO	POSSIBLE_ORTHOLOG
MBB3332259.1	EHJ91428.1	63.7	95.5	96.4	5.72e-199	557.0	YES	NO	POSSIBLE_ORTHOLOG
MBB3332260.1	EHJ91886.1	52.4	99.4	95.4	7.06e-103	301.0	YES	NO	POSSIBLE_ORTHOLOG
MBB3332261.1	EHJ92404.1	57.2	88.3	87.8	2.48e-64	193.0	YES	NO	POSSIBLE_ORTHOLOG
MBB3332262.1	EHJ92451.1	30.8	83.8	77.2	1.01e-49	173.0	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3332263.1	EHJ91498.1	90.5	6.1	53.8	1.45e-07	44.3	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3332264.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332265.1	EHJ92787.1	79.8	99.7	93.6	2.12e-193	533.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332266.1	EHJ92783.1	77.7	99.7	99.1	0.0	1054.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332267.1	EHJ91713.1	54.5	97.0	98.9	3.87e-206	580.0	YES	NO	POSSIBLE_ORTHOLOG
MBB3332268.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332269.1	EHJ92782.1	61.6	94.8	94.8	4.11e-30	98.6	YES	YES	PROBABLE_ORTHOLOG
MBB3332270.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332271.1	EHJ92771.1	64.6	100.0	100.0	2.6e-47	144.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332272.1	EHJ92781.1	85.8	100.0	100.0	4.39e-100	281.0	YES	YES	PARALOG_AMBIGUOUS
MBB3332273.1	EHJ92795.1	72.2	100.0	98.3	1.58e-63	186.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332274.1	EHJ94195.1	85.7	100.0	100.0	4.7e-261	709.0	YES	NO	PARALOG_AMBIGUOUS
MBB3332275.1	EHJ92779.1	84.7	98.2	99.5	1.3e-253	688.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332276.1	EHJ92784.1	75.4	100.0	100.0	1.48e-150	419.0	YES	NO	POSSIBLE_ORTHOLOG
MBB3332277.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332278.1	EHJ92785.1	91.8	99.8	98.6	1.14e-312	847.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332279.1	EHJ94317.1	37.4	97.0	95.4	4.12e-90	281.0	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3332280.1	EHJ92522.1	64.9	98.5	97.6	0.0	1131.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332281.1	EHJ92521.1	67.1	99.7	91.1	1.05e-182	509.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332282.1	EHJ92520.1	76.4	85.4	84.8	1.6599999999999997e-67	198.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332283.1	EHJ93926.1	82.6	99.8	99.8	7.39e-285	775.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332284.1	EHJ92586.1	35.5	94.4	97.4	4.55e-164	508.0	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3332285.1	EHJ92585.1	71.5	99.2	99.6	3.7e-120	338.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332286.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332287.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332288.1	EHJ93996.1	53.2	100.0	99.7	1.02e-123	356.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3332289.1	EHJ93997.1	58.8	82.0	86.9	9.61e-114	328.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3332290.1	EHJ92471.1	69.8	98.7	98.0	1.31e-177	497.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332291.1	EHJ92573.1	69.3	100.0	100.0	2e-169	470.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332292.1	EHJ92268.1	64.0	90.7	90.7	2.35e-152	434.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332293.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332294.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332295.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332296.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332297.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332298.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332299.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332300.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332301.1	EHJ92569.1	69.7	46.5	84.6	2.08e-11	50.1	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3332302.1	EHJ92559.1	74.3	90.9	90.9	1.39e-37	117.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332303.1	EHJ93466.1	82.4	100.0	100.0	1.55e-39	121.0	YES	YES	PARALOG_AMBIGUOUS
MBB3332304.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332305.1	EHJ93593.1	67.7	92.6	81.9	2.17e-109	313.0	YES	NO	POSSIBLE_ORTHOLOG
MBB3332306.1	EHJ92561.1	55.9	99.6	99.6	8.01e-83	245.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3332307.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332308.1	EHJ92526.1	82.3	100.0	100.0	5.42e-144	399.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332309.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332310.1	EHJ92527.1	75.0	43.9	98.7	1.14e-39	126.0	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3332311.1	EHJ91984.1	35.1	60.9	100.0	3.59e-10	48.1	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3332312.1	EHJ91983.1	46.3	82.5	76.9	3.48e-20	75.1	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332313.1	EHJ92519.1	68.6	99.7	99.7	1.34e-131	372.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332314.1	EHJ92560.1	61.3	91.3	89.1	8.61e-36	115.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332315.1	EHJ92983.1	57.9	100.0	100.0	9.9e-133	378.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3332316.1	EHJ94693.1	63.1	95.6	99.3	7.55e-118	337.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332317.1	EHJ91707.1	26.0	84.2	84.7	2.44e-07	46.6	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332318.1	EHJ91099.1	43.4	55.8	55.8	7.28e-09	45.8	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3332319.1	EHJ94718.1	56.4	91.0	99.0	6.649999999999999e-40	125.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3332320.1	EHJ94551.1	71.1	99.5	99.8	3.43e-203	565.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332321.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332322.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332323.1	EHJ91500.1	61.5	95.0	99.2	6.57e-144	409.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332324.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332325.1	EHJ92971.1	74.5	100.0	100.0	0.0	1447.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332326.1	EHJ92972.1	75.2	98.4	98.4	1.95e-65	191.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332327.1	EHJ92973.1	65.8	97.1	95.7	2.8700000000000003e-210	587.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332328.1	EHJ92974.1	64.2	100.0	100.0	1.53e-44	137.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332329.1	EHJ92975.1	70.8	91.0	98.6	2.7900000000000002e-109	310.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332330.1	EHJ92976.1	75.9	99.2	99.4	0.0	947.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332331.1	EHJ92977.1	73.6	100.0	97.0	2.86e-83	239.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332332.1	EHJ92978.1	92.7	100.0	97.6	5.2600000000000005e-58	169.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332333.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332334.1	EHJ93297.1	35.3	86.4	76.1	2.81e-28	103.0	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3332335.1	EHJ92980.1	76.6	63.0	98.3	1.13e-142	407.0	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3332336.1	EHJ92981.1	88.1	100.0	100.0	3.3900000000000003e-276	750.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332337.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332338.1	EHJ92982.1	90.6	95.8	90.9	5.96e-99	280.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332339.1	EHJ92985.1	34.3	65.4	66.0	1.38e-11	53.5	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3332340.1	EHJ92986.1	43.6	90.7	90.7	4.08e-09	43.1	YES	YES	POSSIBLE_ORTHOLOG
MBB3332341.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332342.1	EHJ92987.1	57.2	92.6	99.3	5.03e-62	184.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3332343.1	EHJ92988.1	61.6	91.9	93.6	7.83e-120	346.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332344.1	EHJ92989.1	57.8	91.9	92.7	2.34e-80	236.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3332345.1	EHJ92990.1	50.5	86.6	85.7	3.35e-29	99.4	YES	YES	POSSIBLE_ORTHOLOG
MBB3332346.1	EHJ92991.1	43.8	88.0	76.7	1.5999999999999998e-30	107.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3332347.1	EHJ92992.1	68.0	98.4	98.7	1.68e-160	452.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332348.1	EHJ92993.1	84.6	99.4	79.2	1.11e-96	274.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332349.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332350.1	EHJ92994.1	71.4	98.0	99.4	2.36e-246	679.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332351.1	EHJ92995.1	53.7	93.3	96.7	3.77e-218	625.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3332352.1	EHJ92996.1	85.3	100.0	100.0	1.35e-238	649.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332353.1	EHJ92997.1	84.4	100.0	100.0	4.2e-97	275.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332354.1	EHJ92998.1	89.2	100.0	99.8	3.1800000000000004e-271	738.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332355.1	EHJ92999.1	79.6	99.6	99.6	6.36e-319	868.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332356.1	EHJ93000.1	74.9	91.6	96.2	1.7699999999999998e-188	523.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332357.1	EHJ93001.1	79.2	100.0	100.0	1.12e-206	566.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332358.1	EHJ93007.1	84.0	96.2	100.0	0.0	1448.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3332359.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332360.1	EHJ93008.1	80.9	100.0	100.0	2.1799999999999998e-197	541.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3332361.1	EHJ93009.1	77.7	99.7	100.0	0.0	985.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332362.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332363.1	EHJ93243.1	37.8	95.0	95.0	2.74e-33	114.0	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3332364.1	EHJ91802.1	84.3	100.0	100.0	0.0	937.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332365.1	EHJ91803.1	43.6	75.7	87.4	7.830000000000001e-85	260.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3332366.1	EHJ91804.1	55.1	99.3	99.6	6.480000000000001e-173	490.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3332367.1	EHJ91805.1	66.3	98.1	96.6	1.2e-118	337.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332368.1	EHJ91806.1	82.5	98.2	100.0	1.34e-128	359.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332369.1	EHJ91807.1	81.0	99.7	97.1	0.0	1075.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3332370.1	EHJ91808.1	65.7	93.6	96.2	2.84e-37	119.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332371.1	EHJ91809.1	61.7	100.0	100.0	2.01e-143	406.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332372.1	EHJ91810.1	79.4	99.0	99.0	6.71e-59	173.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332373.1	EHJ91811.1	76.9	86.3	92.5	3.09e-134	375.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332374.1	EHJ91812.1	67.9	99.2	98.4	1.2900000000000001e-121	343.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332375.1	EHJ91813.1	77.2	78.8	98.4	5.32e-72	209.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332376.1	EHJ91814.1	50.0	94.6	83.4	1.18e-85	254.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3332377.1	EHJ91815.1	71.4	100.0	100.0	7.37e-141	392.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332378.1	EHJ91816.1	54.5	98.7	100.0	2.3099999999999998e-138	398.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3332379.1	EHJ91817.1	71.0	94.8	90.8	0.0	883.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332380.1	EHJ91818.1	88.0	100.0	100.0	2.48e-229	625.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332381.1	EHJ91819.1	84.0	95.6	97.5	1.03e-221	606.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332382.1	EHJ91820.1	74.1	97.4	99.1	4.5300000000000004e-271	745.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332383.1	EHJ92602.1	57.5	96.7	93.5	2.46e-232	651.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3332384.1	EHJ91821.1	66.2	100.0	99.6	1.6500000000000002e-103	296.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332385.1	EHJ91822.1	74.4	96.7	100.0	3.9e-151	419.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332386.1	EHJ91823.1	76.1	92.8	99.3	1.11e-149	418.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332387.1	EHJ93753.1	29.4	96.4	97.4	6.05e-34	126.0	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3332388.1	EHJ94589.1	85.8	100.0	99.3	6.210000000000001e-269	731.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3332389.1	EHJ91825.1	74.8	98.3	98.9	1.98e-285	785.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332390.1	EHJ93589.1	25.0	52.3	64.0	7.8e-12	62.4	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332391.1	EHJ94190.1	36.7	77.0	69.7	2.12e-94	304.0	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332392.1	EHJ94567.1	37.5	61.2	42.5	1.48e-45	166.0	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332393.1	EHJ91455.1	33.2	51.3	53.0	4.08e-27	108.0	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332394.1	EHJ91455.1	28.9	90.6	88.9	4.16e-28	110.0	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332395.1	EHJ91400.1	92.3	100.0	9.4	3.43e-26	95.1	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3332396.1	EHJ91113.1	65.8	89.8	90.3	2.2700000000000002e-110	315.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332397.1	EHJ91114.1	67.0	98.9	99.6	1.94e-128	362.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332398.1	EHJ94348.1	40.7	53.9	55.9	3.49e-11	55.5	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3332399.1	EHJ91116.1	85.7	87.5	85.9	2.25e-80	232.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332400.1	EHJ91117.1	71.4	97.4	94.2	3.1899999999999996e-182	508.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332401.1	EHJ91118.1	78.2	96.9	97.9	6.69e-216	593.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332402.1	EHJ91119.1	84.0	95.1	96.3	1.17e-92	263.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3332403.1	EHJ91120.1	84.4	95.8	97.6	8.16e-92	261.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332404.1	EHJ91121.1	60.7	97.2	99.4	1.9e-115	334.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332405.1	EHJ91122.1	82.8	100.0	100.0	2.65e-111	310.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3332406.1	EHJ91123.1	53.1	99.8	99.8	1.43e-140	404.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3332407.1	EHJ91124.1	87.6	95.0	92.7	0.0	1360.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3332408.1	EHJ91127.1	88.4	100.0	100.0	0.0	1076.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3332409.1	EHJ91128.1	64.3	94.7	97.2	2.02e-155	437.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332410.1	EHJ91129.1	86.4	95.3	90.6	3.05e-114	320.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332411.1	EHJ91130.1	83.6	93.6	87.3	2.53e-137	382.0	YES	YES	PROBABLE_ORTHOLOG
MBB3332412.1	EHJ91131.1	83.2	97.7	96.9	1.3400000000000001e-70	204.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332413.1	EHJ91132.1	74.9	100.0	100.0	3.57e-159	442.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3332414.1	EHJ91134.1	87.4	99.8	99.8	0.0	919.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3332415.1	EHJ91135.1	76.4	100.0	93.2	4.19e-101	285.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
