gene_id	protein_id	ncbi_annotation	uniprot_id	uniprot_reviewed	uniprot_function	ec	ko	kegg_gene	go	diamond_hit	rbh_hit	identity	query_coverage	subject_coverage	evalue	bitscore	reference_gene	reference_function	evidence_sources	evidence_class	conflict_flag
NOT_IN_CURRENT_CARVEME	EHJ93955.1	Autotransporter domain-containing protein	A0A265DZ76	UNKNOWN	Autotransporter domain-containing protein	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ93956.1	hypothetical protein KUC_0910	UNMAPPED	UNKNOWN	hypothetical protein KUC_0910	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ93957.1	Probable membrane transporter protein	A0A265DZ69	UNKNOWN	Probable membrane transporter protein	MISSING	MISSING			MBB3331275.1	YES	77.3	99.2	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ93958.1	ATP-dependent DNA helicase	A0A265DZC8	UNKNOWN	ATP-dependent DNA helicase	MISSING	MISSING			MBB3331419.1	YES	71.0	97.2	98.8			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ93959.1	phosphodiesterase I (EC 3.1.4.1)	A0A265DZ70	UNKNOWN	phosphodiesterase I (EC 3.1.4.1)	3.1.4.1	MISSING			MBB3331418.1	YES	57.7	98.8	97.7			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ93960.1	Peptidase M14	A0ABX4GAE6	UNKNOWN	Peptidase M14	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ93961.1	Glutathione import ATP-binding protein GsiA	UNMAPPED	UNKNOWN	Glutathione import ATP-binding protein GsiA	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ93962.1	PH domain-containing protein	A0A265DZ78	UNKNOWN	PH domain-containing protein	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ93963.1	LysR family transcriptional regulator	A0A265DZG8	UNKNOWN	LysR family transcriptional regulator	MISSING	MISSING			MBB3331608.1	YES	71.1	98.4	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ93964.1	Aspartate aminotransferase family protein	A0ABX4GAS5	UNKNOWN	Aspartate aminotransferase family protein	MISSING	MISSING			MBB3331607.1	YES	80.4	98.7	98.9			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ93965_1	EHJ93965.1	CoA transferase subunit A	A0A265DZ44	UNKNOWN	CoA transferase subunit A	MISSING	MISSING			MBB3331606.1	YES	84.5	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ93966_1	EHJ93966.1	Acyl CoA:acetate/3-ketoacid CoA transferase subunit beta	A0A265DZ52	UNKNOWN	Acyl CoA:acetate/3-ketoacid CoA transferase subunit beta	MISSING	MISSING			MBB3331605.1	YES	86.2	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ93967_1	EHJ93967.1	Acetylornithine deacetylase	A0A265DZ65	UNKNOWN	Acetylornithine deacetylase	MISSING	MISSING			MBB3331604.1	YES	82.3	99.3	99.3			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
EHJ93968_1	EHJ93968.1	3-ketoacyl-CoA thiolase	UNMAPPED	UNKNOWN	3-ketoacyl-CoA thiolase	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
EHJ93969_1	EHJ93969.1	hypothetical protein KUC_0923	UNMAPPED	UNKNOWN	hypothetical protein KUC_0923	MISSING	MISSING			MBB3331603.1	YES	76.6	54.0	99.5			UNMAPPED	MISSING	HC_RBH	UNMAPPED	NO
EHJ93970_1	EHJ93970.1	Na+/H+ antiporter NhaC	A0A265DZB5	UNKNOWN	Na+/H+ antiporter NhaC	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ93971.1	Universal stress protein	A0A265DZ60	UNKNOWN	Universal stress protein	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ93972.1	GIY-YIG domain-containing protein	A0A265E034	UNKNOWN	GIY-YIG domain-containing protein	MISSING	MISSING			MBB3331146.1	YES	36.0	82.2	84.6			UNMAPPED	MISSING	UNIPROT;HC_RBH	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ93973.1	UPF0225 protein CE457_08580	A0A265DZ68	UNKNOWN	UPF0225 protein CE457_08580	MISSING	MISSING			MBB3329179.1	YES	60.4	94.1	94.9			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ93974.1	Uncharacterized protein	A0A265DZG0	UNKNOWN	Uncharacterized protein	MISSING	MISSING			MBB3332052.1	YES	79.8	93.4	96.1			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ93975_1	EHJ93975.1	Acetylornithine deacetylase	A0A265DZ86	UNKNOWN	Acetylornithine deacetylase	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			Csal_2386	acetylornithine deacetylase	UNIPROT	AMBIGUOUS	NO
EHJ93976_1	EHJ93976.1	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	A0A265DZ34	UNKNOWN	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			Csal_2738	sn-glycerol-3-phosphate ABC transporter substrate-binding protein UgpB	UNIPROT;HALOGEM_RBH	PROBABLE	NO
EHJ93977_1	EHJ93977.1	sn-glycerol-3-phosphate transport system permease protein UgpA	A0A265DZ42	UNKNOWN	sn-glycerol-3-phosphate transport system permease protein UgpA	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			Csal_2737	sn-glycerol-3-phosphate ABC transporter permease UgpA	UNIPROT;HALOGEM_RBH	PROBABLE	NO
EHJ93978_1	EHJ93978.1	sn-glycerol-3-phosphate transport system permease protein UgpE	A0ABX4GB57	UNKNOWN	Part of the ABC transporter complex UgpBAEC involved in sn-glycerol-3-phosphate (G3P) import. Probably responsible for the translocation of the substrate across the membrane..	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			Csal_2736	sn-glycerol-3-phosphate ABC transporter permease UgpE	UNIPROT;HALOGEM_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ93979.1	Sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC	A0ABX4GBF9	UNKNOWN	Sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			Csal_2735	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC	UNIPROT;HALOGEM_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ93980.1	RNA polymerase subunit sigma-24	A0ABX4GAQ3	UNKNOWN	RNA polymerase subunit sigma-24	MISSING	MISSING			MBB3329350.1	YES	62.2	97.6	98.5			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ93981.1	Protein phnB	UNMAPPED	UNKNOWN	Protein phnB	MISSING	MISSING			MBB3329349.1	YES	63.3	53.4	95.5			UNMAPPED	MISSING	HC_RBH	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ93982.1	YciI family protein	A0A265DZ50	UNKNOWN	YciI family protein	MISSING	MISSING			MBB3329348.1	YES	73.7	86.8	92.9			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ93983.1	DUF1428 domain-containing protein	A0A265E022	UNKNOWN	DUF1428 domain-containing protein	MISSING	MISSING			MBB3329347.1	YES	70.4	98.3	94.3			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ93984_1	EHJ93984.1	Bifunctional metallophosphatase/5'-nucleotidase	A0A265DZ59	UNKNOWN	Bifunctional metallophosphatase/5'-nucleotidase	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ93985.1	Glycosyltransferase family 1 protein	A0A265DZF0	UNKNOWN	Glycosyltransferase family 1 protein	MISSING	MISSING			MBB3330536.1	YES	59.1	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ93986_1	EHJ93986.1	undecaprenyl-diphosphate phosphatase (EC 3.6.1.27) (Undecaprenyl pyrophosphate phosphatase)	A0A265DZ75	UNKNOWN	undecaprenyl-diphosphate phosphatase (EC 3.6.1.27) (Undecaprenyl pyrophosphate phosphatase)	3.6.1.27	MISSING			MBB3330537.1	YES	63.8	100.0	100.0			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ93987.1	hypothetical protein KUC_0941	UNMAPPED	UNKNOWN	hypothetical protein KUC_0941	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ93988.1	Alpha/beta hydrolase	A0A265DZ32	UNKNOWN	Alpha/beta hydrolase	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ93989.1	hypothetical protein KUC_0943	UNMAPPED	UNKNOWN	hypothetical protein KUC_0943	MISSING	MISSING			MBB3329965.1	YES	69.8	94.6	93.0			UNMAPPED	MISSING	HC_RBH	PROBABLE	NO
EHJ93990_1	EHJ93990.1	Haem-binding uptake Tiki superfamily ChaN domain-containing protein	A0A265DZ45	UNKNOWN	Haem-binding uptake Tiki superfamily ChaN domain-containing protein	MISSING	MISSING			MBB3329370.1	YES	55.6	67.8	89.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ93991.1	DNA-binding transcriptional regulator NtrC (Nitrogen regulation protein NR(I))	A0A265DZ37	UNKNOWN	Member of the two-component regulatory system NtrB/NtrC, which controls expression of the nitrogen-regulated (ntr) genes in response to nitrogen limitation. Phosphorylated NtrC binds directly to DNA and stimulates the formation of open promoter-sigma54-RNA polymerase complexes..	MISSING	MISSING			MBB3332164.1	YES	91.4	99.1	98.3			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ93992.1	Sensory histidine kinase/phosphatase NtrB (EC 2.7.13.3) (Nitrogen regulation protein NR(II)) (Nitrogen regulator II)	A0ABX4GAJ5	UNKNOWN	Member of the two-component regulatory system NtrB/NtrC, which controls expression of the nitrogen-regulated (ntr) genes in response to nitrogen limitation. Under conditions of nitrogen limitation, NtrB autophosphorylates and transfers the phosphoryl group to NtrC. In the presence of nitrogen, acts as a phosphatase that dephosphorylates and inactivates NtrC..	2.7.13.3	MISSING			MBB3332163.1	YES	80.8	98.6	94.8			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	VERY_HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ93993.1	DUF4124 domain-containing protein	A0A265DZ98	UNKNOWN	DUF4124 domain-containing protein	MISSING	MISSING			MBB3332162.1	YES	44.6	91.6	93.5			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ93994_1	EHJ93994.1	Glutamine synthetase (EC 6.3.1.2)	A0A265DZ40	UNKNOWN	Glutamine synthetase (EC 6.3.1.2)	6.3.1.2	MISSING			MBB3332161.1	YES	94.7	100.0	100.0			Csal_0243	glutamate--ammonia ligase	UNIPROT;EC;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ93995.1	Uncharacterized protein	A0A265E011	UNKNOWN	Uncharacterized protein	MISSING	MISSING			MBB3332160.1	YES	32.9	93.9	83.1			UNMAPPED	MISSING	UNIPROT;HC_RBH	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ93996.1	Acyltransferase	A0A265DZ49	UNKNOWN	Acyltransferase	MISSING	MISSING			MBB3332288.1	YES	53.2	100.0	99.7			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ93997.1	Esterase family protein	A0A265DZE2	UNKNOWN	Esterase family protein	MISSING	MISSING			MBB3332289.1	YES	58.8	82.0	86.9			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ93998.1	Uncharacterized protein	A0A265DZ66	UNKNOWN	Uncharacterized protein	MISSING	MISSING			MBB3332158.1	YES	56.6	88.2	97.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ93999.1	hypothetical protein KUC_0953	UNMAPPED	UNKNOWN	hypothetical protein KUC_0953	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ94000.1	hypothetical protein KUC_0954	UNMAPPED	UNKNOWN	hypothetical protein KUC_0954	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ94001.1	hypothetical protein KUC_0955	UNMAPPED	UNKNOWN	hypothetical protein KUC_0955	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ94002.1	hypothetical protein KUC_0956	UNMAPPED	UNKNOWN	hypothetical protein KUC_0956	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ94003.1	hypothetical protein KUC_0957	UNMAPPED	UNKNOWN	hypothetical protein KUC_0957	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ94004.1	hypothetical protein KUC_0958	UNMAPPED	UNKNOWN	hypothetical protein KUC_0958	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ94005.1	hypothetical protein KUC_0959	UNMAPPED	UNKNOWN	hypothetical protein KUC_0959	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ94006.1	hypothetical protein KUC_0960	UNMAPPED	UNKNOWN	hypothetical protein KUC_0960	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ94007.1	hypothetical protein KUC_0961	UNMAPPED	UNKNOWN	hypothetical protein KUC_0961	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ94008.1	hypothetical protein KUC_0962	UNMAPPED	UNKNOWN	hypothetical protein KUC_0962	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ94009.1	hypothetical protein KUC_0963	UNMAPPED	UNKNOWN	hypothetical protein KUC_0963	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ94010.1	hypothetical protein KUC_0964	UNMAPPED	UNKNOWN	hypothetical protein KUC_0964	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ94011.1	hypothetical protein KUC_0965	UNMAPPED	UNKNOWN	hypothetical protein KUC_0965	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ94012.1	hypothetical protein KUC_0966	UNMAPPED	UNKNOWN	hypothetical protein KUC_0966	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ94013.1	hypothetical protein KUC_0967	UNMAPPED	UNKNOWN	hypothetical protein KUC_0967	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ94014.1	hypothetical protein KUC_0968	UNMAPPED	UNKNOWN	hypothetical protein KUC_0968	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ94015.1	hypothetical protein KUC_0969	UNMAPPED	UNKNOWN	hypothetical protein KUC_0969	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ94016.1	hypothetical protein KUC_0970	UNMAPPED	UNKNOWN	hypothetical protein KUC_0970	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ94017.1	hypothetical protein KUC_0971	UNMAPPED	UNKNOWN	hypothetical protein KUC_0971	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ94018.1	hypothetical protein KUC_0972	UNMAPPED	UNKNOWN	hypothetical protein KUC_0972	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ94019.1	hypothetical protein KUC_0973	UNMAPPED	UNKNOWN	hypothetical protein KUC_0973	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ94020.1	Type I-F CRISPR-associated endoribonuclease Cas6/Csy4	A0A265DZ14	UNKNOWN	Type I-F CRISPR-associated endoribonuclease Cas6/Csy4	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ94021.1	Type I-F CRISPR-associated protein Cas7f/Csy3	A0A265DZ22	UNKNOWN	Type I-F CRISPR-associated protein Cas7f/Csy3	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ94022.1	Type I-F CRISPR-associated protein Csy2	A0A265DZ35	UNKNOWN	Type I-F CRISPR-associated protein Csy2	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ94023.1	Type I-F CRISPR-associated protein Csy1	A0A265DZ28	UNKNOWN	Type I-F CRISPR-associated protein Csy1	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ94024.1	HicB family protein	A0A265DZ88	UNKNOWN	HicB family protein	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ94025.1	Type I-F CRISPR-associated helicase Cas3	A0A265DZ30	UNKNOWN	Type I-F CRISPR-associated helicase Cas3	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ94026.1	CRISPR-associated endonuclease Cas1 (EC 3.1.-.-)	A0A265E002	UNKNOWN	CRISPR (clustered regularly interspaced short palindromic repeat), is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain spacers, sequences complementary to antecedent mobile elements, and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). Acts as a dsDNA endonuclease. Involved in the integration of spacer DNA into the CRISPR cassette..	3.1.-.-	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT;EC	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ94027.1	Uncharacterized protein	A0A265DZ39	UNKNOWN	Uncharacterized protein	MISSING	MISSING			MBB3329582.1	YES	55.9	97.8	99.1			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ94028.1	hypothetical protein KUC_0982	UNMAPPED	UNKNOWN	hypothetical protein KUC_0982	MISSING	MISSING			MBB3329583.1	YES	68.1	95.9	95.9			UNMAPPED	MISSING	HC_RBH	PROBABLE	NO
EHJ94029_1	EHJ94029.1	ABC transporter ATP-binding protein	A0ABX4GCR4	UNKNOWN	ABC transporter ATP-binding protein	MISSING	MISSING			MBB3329584.1	YES	77.5	91.0	89.9			Csal_0222	ABC transporter ATP-binding protein	UNIPROT;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
EHJ94030_1	EHJ94030.1	Metal ABC transporter permease	A0A265DZ56	UNKNOWN	Metal ABC transporter permease	MISSING	MISSING			MBB3329585.1	YES	80.0	98.0	98.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ94031.1	Metal ABC transporter substrate-binding protein	A0A265DZ05	UNKNOWN	Metal ABC transporter substrate-binding protein	MISSING	MISSING			MBB3329586.1	YES	71.1	91.7	86.7			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ94032.1	LysR family transcriptional regulator	A0A265DZ12	UNKNOWN	LysR family transcriptional regulator	MISSING	MISSING			MBB3331331.1	YES	63.0	96.0	99.3			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ94033_1	EHJ94033.1	Beta-lactamase (EC 3.5.2.6)	A0A265DZ25	UNKNOWN	Beta-lactamase (EC 3.5.2.6)	3.5.2.6	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT;EC	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ94034.1	Cupin	A0A265DZ18	UNKNOWN	Cupin	MISSING	MISSING			MBB3331420.1	YES	56.0	98.6	98.6			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ94035.1	DUF2007 domain-containing protein	A0A265DZ80	UNKNOWN	DUF2007 domain-containing protein	MISSING	MISSING			MBB3329708.1	YES	58.0	98.3	97.5			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ94036_1	EHJ94036.1	lactoylglutathione lyase (EC 4.4.1.5) (Aldoketomutase) (Ketone-aldehyde mutase) (Methylglyoxalase) (S-D-lactoylglutathione methylglyoxal lyase)	A0A265DZ21	UNKNOWN	lactoylglutathione lyase (EC 4.4.1.5) (Aldoketomutase) (Ketone-aldehyde mutase) (Methylglyoxalase) (S-D-lactoylglutathione methylglyoxal lyase)	4.4.1.5	MISSING			MBB3329604.1	YES	74.6	100.0	99.4			Csal_0217	lactoylglutathione lyase	UNIPROT;EC;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ94037.1	Uncharacterized protein	A0A265DZZ0	UNKNOWN	Uncharacterized protein	MISSING	MISSING			MBB3329605.1	YES	71.9	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ94038_1	EHJ94038.1	Hydroxyethylthiazole kinase (EC 2.7.1.50) (4-methyl-5-beta-hydroxyethylthiazole kinase) (TH kinase) (Thz kinase)	A0A265DZ29	UNKNOWN	Catalyzes the phosphorylation of the hydroxyl group of 4-methyl-5-beta-hydroxyethylthiazole (THZ)..	2.7.1.50	MISSING			MBB3329622.1	YES	55.8	94.9	96.7			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	PROBABLE	NO
EHJ94039_1	EHJ94039.1	Thiamine-phosphate synthase (TP synthase) (TPS) (EC 2.5.1.3) (Thiamine-phosphate pyrophosphorylase) (TMP pyrophosphorylase) (TMP-PPase)	A0A265DZC3	UNKNOWN	Condenses 4-methyl-5-(beta-hydroxyethyl)thiazole monophosphate (THZ-P) and 2-methyl-4-amino-5-hydroxymethyl pyrimidine pyrophosphate (HMP-PP) to form thiamine monophosphate (TMP)..	2.5.1.3	MISSING			MBB3329623.1	YES	67.7	98.0	95.7			Csal_3303	thiamine phosphate synthase	UNIPROT;EC;HC_RBH;HALOGEM_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ94040.1	LysR family transcriptional regulator	A0A265DZ46	UNKNOWN	LysR family transcriptional regulator	MISSING	MISSING			MBB3331322.1	YES	47.9	99.3	96.4			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ94041.1	DoxX family protein	A0A265DYZ8	UNKNOWN	DoxX family protein	MISSING	MISSING			MBB3331323.1	YES	39.0	78.9	72.1			UNMAPPED	MISSING	UNIPROT;HC_RBH	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ94042.1	Dioxygenase	A0A265DZ02	UNKNOWN	Dioxygenase	MISSING	MISSING			MBB3331321.1	YES	38.1	87.7	91.4			UNMAPPED	MISSING	UNIPROT;HC_RBH	UNMAPPED	NO
